Time,Signal,Inhibition
10.694,16.624,#N/A
10.697,16.628,#N/A
10.7,16.634,#N/A
10.704,16.641,#N/A
10.707,16.649,#N/A
10.71,16.658,#N/A
10.714,16.671,#N/A
10.717,16.69,#N/A
10.72,16.716,#N/A
10.724,16.751,#N/A
10.727,16.792,#N/A
10.73,16.837,#N/A
10.734,16.881,#N/A
10.737,16.922,#N/A
10.74,16.956,#N/A
10.744,16.982,#N/A
10.747,16.998,#N/A
10.75,17.005,#N/A
10.754,17.005,#N/A
10.757,16.998,#N/A
10.76,16.988,#N/A
10.764,16.975,#N/A
10.767,16.962,#N/A
10.77,16.95,#N/A
10.774,16.938,#N/A
10.777,16.927,#N/A
10.78,16.916,#N/A
10.784,16.907,#N/A
10.787,16.899,#N/A
10.79,16.895,#N/A
10.794,16.894,#N/A
10.797,16.896,#N/A
10.8,16.901,#N/A
10.804,16.911,#N/A
10.807,16.928,#N/A
10.81,16.954,-4.94097
10.814,16.99,#N/A
10.817,17.037,#N/A
10.82,17.097,#N/A
10.824,17.171,#N/A
10.827,17.258,#N/A
10.83,17.355,#N/A
10.834,17.458,#N/A
10.837,17.559,#N/A
10.84,17.65,#N/A
10.844,17.721,#N/A
10.847,17.765,#N/A
10.85,17.777,#N/A
10.854,17.757,#N/A
10.857,17.711,#N/A
10.86,17.646,#N/A
10.864,17.571,#N/A
10.867,17.495,#N/A
10.87,17.426,#N/A
10.874,17.369,#N/A
10.877,17.326,#N/A
10.88,17.299,#N/A
10.884,17.286,#N/A
10.887,17.287,#N/A
10.89,17.298,#N/A
10.894,17.317,#N/A
10.897,17.34,#N/A
10.9,17.365,#N/A
10.904,17.388,#N/A
10.907,17.408,#N/A
10.91,17.426,#N/A
10.914,17.441,#N/A
10.917,17.454,#N/A
10.92,17.467,#N/A
10.924,17.481,#N/A
10.927,17.498,#N/A
10.93,17.518,#N/A
10.934,17.543,#N/A
10.937,17.573,#N/A
10.94,17.61,#N/A
10.944,17.654,#N/A
10.947,17.703,#N/A
10.95,17.757,#N/A
10.954,17.814,#N/A
10.957,17.869,#N/A
10.96,17.922,#N/A
10.964,17.971,#N/A
10.967,18.016,#N/A
10.97,18.057,#N/A
10.974,18.094,#N/A
10.977,18.128,#N/A
10.98,18.158,#N/A
10.984,18.186,#N/A
10.987,18.209,#N/A
10.99,18.227,#N/A
10.994,18.24,#N/A
10.997,18.248,#N/A
11,18.251,#N/A
11.004,18.252,#N/A
11.007,18.253,#N/A
11.01,18.256,#N/A
11.014,18.261,#N/A
11.017,18.269,#N/A
11.02,18.278,#N/A
11.024,18.285,#N/A
11.027,18.286,#N/A
11.03,18.279,#N/A
11.034,18.26,#N/A
11.037,18.23,#N/A
11.04,18.188,#N/A
11.044,18.138,#N/A
11.047,18.083,#N/A
11.05,18.024,#N/A
11.054,17.966,#N/A
11.057,17.912,#N/A
11.06,17.863,#N/A
11.064,17.821,#N/A
11.067,17.787,#N/A
11.07,17.762,#N/A
11.074,17.745,#N/A
11.077,17.734,-17.42207
11.08,17.729,#N/A
11.084,17.729,#N/A
11.087,17.732,#N/A
11.09,17.736,#N/A
11.094,17.74,#N/A
11.097,17.743,#N/A
11.1,17.746,#N/A
11.104,17.749,#N/A
11.107,17.752,#N/A
11.11,17.757,#N/A
11.114,17.764,#N/A
11.117,17.773,#N/A
11.12,17.785,#N/A
11.124,17.8,#N/A
11.127,17.818,#N/A
11.13,17.839,#N/A
11.134,17.861,#N/A
11.137,17.885,#N/A
11.14,17.911,#N/A
11.144,17.936,#N/A
11.147,17.961,#N/A
11.15,17.986,#N/A
11.154,18.009,#N/A
11.157,18.029,#N/A
11.16,18.047,#N/A
11.164,18.061,#N/A
11.167,18.075,#N/A
11.17,18.089,#N/A
11.174,18.104,#N/A
11.177,18.121,#N/A
11.18,18.137,#N/A
11.184,18.152,#N/A
11.187,18.166,#N/A
11.19,18.179,#N/A
11.194,18.187,#N/A
11.197,18.192,#N/A
11.2,18.192,#N/A
11.204,18.189,#N/A
11.207,18.184,2.94623
11.21,18.176,#N/A
11.214,18.169,#N/A
11.217,18.163,#N/A
11.22,18.159,#N/A
11.224,18.158,#N/A
11.227,18.159,#N/A
11.23,18.163,#N/A
11.234,18.17,#N/A
11.237,18.179,#N/A
11.24,18.192,#N/A
11.244,18.21,#N/A
11.247,18.233,#N/A
11.25,18.262,#N/A
11.254,18.296,#N/A
11.257,18.336,#N/A
11.26,18.383,#N/A
11.264,18.436,#N/A
11.267,18.492,#N/A
11.27,18.549,#N/A
11.274,18.603,#N/A
11.277,18.65,#N/A
11.28,18.688,#N/A
11.284,18.716,#N/A
11.287,18.733,#N/A
11.29,18.738,#N/A
11.294,18.734,#N/A
11.297,18.72,#N/A
11.3,18.698,#N/A
11.304,18.671,#N/A
11.307,18.64,#N/A
11.31,18.605,#N/A
11.314,18.571,#N/A
11.317,18.537,#N/A
11.32,18.507,#N/A
11.324,18.481,#N/A
11.327,18.458,#N/A
11.33,18.441,#N/A
11.334,18.428,#N/A
11.337,18.422,#N/A
11.34,18.422,-5.21143
11.344,18.426,#N/A
11.347,18.435,#N/A
11.35,18.447,#N/A
11.354,18.46,#N/A
11.357,18.475,#N/A
11.36,18.489,#N/A
11.364,18.502,#N/A
11.367,18.512,#N/A
11.37,18.52,#N/A
11.374,18.524,#N/A
11.377,18.524,#N/A
11.38,18.521,#N/A
11.384,18.516,#N/A
11.387,18.509,#N/A
11.39,18.501,#N/A
11.394,18.495,#N/A
11.397,18.491,#N/A
11.4,18.491,#N/A
11.404,18.495,#N/A
11.407,18.501,#N/A
11.41,18.51,#N/A
11.414,18.521,#N/A
11.417,18.535,#N/A
11.42,18.553,#N/A
11.424,18.575,#N/A
11.427,18.602,#N/A
11.43,18.635,#N/A
11.434,18.672,#N/A
11.437,18.716,#N/A
11.44,18.768,0.31319
11.444,18.833,#N/A
11.447,18.919,#N/A
11.45,19.032,#N/A
11.454,19.183,#N/A
11.457,19.384,#N/A
11.46,19.656,#N/A
11.464,20.027,#N/A
11.467,20.535,#N/A
11.47,21.231,#N/A
11.474,22.184,#N/A
11.477,23.48,#N/A
11.48,25.223,#N/A
11.484,27.527,#N/A
11.487,30.506,#N/A
11.49,34.254,#N/A
11.494,38.823,#N/A
11.497,44.192,#N/A
11.5,50.241,#N/A
11.504,56.734,#N/A
11.507,63.327,#N/A
11.51,69.589,#N/A
11.514,75.048,#N/A
11.517,79.256,#N/A
11.52,81.847,#N/A
11.524,82.597,#N/A
11.527,81.46,#N/A
11.53,78.566,#N/A
11.534,74.205,#N/A
11.537,68.775,#N/A
11.54,62.724,#N/A
11.544,56.492,#N/A
11.547,50.462,#N/A
11.55,44.928,#N/A
11.554,40.08,#N/A
11.557,36.008,#N/A
11.56,32.721,#N/A
11.564,30.166,#N/A
11.567,28.252,#N/A
11.57,26.873,#N/A
11.574,25.922,#N/A
11.577,25.302,#N/A
11.58,24.932,#N/A
11.584,24.745,#N/A
11.587,24.694,#N/A
11.59,24.741,#N/A
11.594,24.862,#N/A
11.597,25.039,#N/A
11.6,25.26,#N/A
11.604,25.515,#N/A
11.607,25.797,#N/A
11.61,26.101,#N/A
11.614,26.423,#N/A
11.617,26.76,#N/A
11.62,27.112,#N/A
11.624,27.478,#N/A
11.627,27.858,#N/A
11.63,28.25,#N/A
11.634,28.653,#N/A
11.637,29.068,#N/A
11.64,29.495,#N/A
11.644,29.933,#N/A
11.647,30.383,#N/A
11.65,30.843,#N/A
11.654,31.313,#N/A
11.657,31.791,#N/A
11.66,32.28,#N/A
11.664,32.779,#N/A
11.667,33.292,#N/A
11.67,33.82,#N/A
11.674,34.368,#N/A
11.677,34.938,#N/A
11.68,35.534,#N/A
11.684,36.162,#N/A
11.687,36.825,#N/A
11.69,37.53,#N/A
11.694,38.287,#N/A
11.697,39.106,-2.12894
11.7,39.999,#N/A
11.704,40.978,#N/A
11.707,42.051,#N/A
11.71,43.222,#N/A
11.714,44.487,#N/A
11.717,45.839,#N/A
11.72,47.284,#N/A
11.724,48.854,#N/A
11.727,50.622,#N/A
11.73,52.711,#N/A
11.734,55.31,#N/A
11.737,58.74,#N/A
11.74,63.728,#N/A
11.744,71.87,#N/A
11.747,85.723,#N/A
11.75,107.902,#N/A
11.754,139.793,#N/A
11.757,180.786,#N/A
11.76,227.912,#N/A
11.764,275.791,#N/A
11.767,317.368,#N/A
11.77,345.572,#N/A
11.774,355.321,#N/A
11.777,345.101,#N/A
11.78,317.36,#N/A
11.784,277.525,#N/A
11.787,232.161,#N/A
11.79,187.18,#N/A
11.794,146.731,#N/A
11.797,112.927,#N/A
11.8,86.181,#N/A
11.804,65.801,#N/A
11.807,50.582,#N/A
11.81,39.243,#N/A
11.814,30.667,#N/A
11.817,24.001,#N/A
11.82,18.646,-15.8152
11.824,14.21,#N/A
11.827,10.45,#N/A
11.83,7.214,#N/A
11.834,4.405,#N/A
11.837,1.955,#N/A
11.84,-0.187,#N/A
11.844,-2.065,#N/A
11.847,-3.705,#N/A
11.85,-5.126,#N/A
11.854,-6.332,#N/A
11.857,-7.323,#N/A
11.86,-8.104,#N/A
11.864,-8.694,#N/A
11.867,-9.132,#N/A
11.87,-9.47,#N/A
11.874,-9.764,#N/A
11.877,-10.063,#N/A
11.88,-10.401,#N/A
11.884,-10.793,#N/A
11.887,-11.233,#N/A
11.89,-11.707,#N/A
11.894,-12.192,#N/A
11.897,-12.666,#N/A
11.9,-13.108,#N/A
11.904,-13.506,#N/A
11.907,-13.85,#N/A
11.91,-14.138,#N/A
11.914,-14.372,#N/A
11.917,-14.553,#N/A
11.92,-14.686,#N/A
11.924,-14.773,#N/A
11.927,-14.818,#N/A
11.93,-14.826,#N/A
11.934,-14.797,#N/A
11.937,-14.736,#N/A
11.94,-14.645,#N/A
11.944,-14.527,#N/A
11.947,-14.383,#N/A
11.95,-14.217,#N/A
11.954,-14.031,#N/A
11.957,-13.83,#N/A
11.96,-13.618,#N/A
11.964,-13.398,#N/A
11.967,-13.172,#N/A
11.97,-12.942,#N/A
11.974,-12.71,#N/A
11.977,-12.477,#N/A
11.98,-12.244,#N/A
11.984,-12.013,#N/A
11.987,-11.786,#N/A
11.99,-11.563,#N/A
11.994,-11.345,#N/A
11.997,-11.132,#N/A
12,-10.925,#N/A
12.004,-10.724,#N/A
12.007,-10.531,#N/A
12.01,-10.346,#N/A
12.014,-10.172,#N/A
12.017,-10.008,#N/A
12.02,-9.854,#N/A
12.024,-9.711,#N/A
12.027,-9.578,#N/A
12.03,-9.456,#N/A
12.034,-9.343,#N/A
12.037,-9.24,#N/A
12.04,-9.147,#N/A
12.044,-9.063,#N/A
12.047,-8.987,#N/A
12.05,-8.92,#N/A
12.054,-8.859,#N/A
12.057,-8.805,#N/A
12.06,-8.755,#N/A
12.064,-8.71,#N/A
12.067,-8.669,#N/A
12.07,-8.634,#N/A
12.074,-8.602,#N/A
12.077,-8.575,#N/A
12.08,-8.55,#N/A
12.084,-8.529,#N/A
12.087,-8.511,#N/A
12.09,-8.497,#N/A
12.094,-8.487,#N/A
12.097,-8.479,#N/A
12.1,-8.473,#N/A
12.104,-8.469,#N/A
12.107,-8.466,#N/A
12.11,-8.464,#N/A
12.114,-8.462,#N/A
12.117,-8.462,#N/A
12.12,-8.461,#N/A
12.124,-8.461,#N/A
12.127,-8.46,#N/A
12.13,-8.459,#N/A
12.134,-8.458,#N/A
12.137,-8.456,#N/A
12.14,-8.453,#N/A
12.144,-8.449,#N/A
12.147,-8.442,#N/A
12.15,-8.435,#N/A
12.154,-8.427,#N/A
12.157,-8.421,#N/A
12.16,-8.415,#N/A
12.164,-8.409,#N/A
12.167,-8.404,#N/A
12.17,-8.398,#N/A
12.174,-8.393,#N/A
12.177,-8.387,#N/A
12.18,-8.379,#N/A
12.184,-8.37,#N/A
12.187,-8.358,#N/A
12.19,-8.344,#N/A
12.194,-8.33,#N/A
12.197,-8.316,#N/A
12.2,-8.302,#N/A
12.204,-8.288,#N/A
12.207,-8.273,#N/A
12.21,-8.257,#N/A
12.214,-8.239,#N/A
12.217,-8.221,#N/A
12.22,-8.202,#N/A
12.224,-8.181,#N/A
12.227,-8.16,#N/A
12.23,-8.138,#N/A
12.234,-8.115,#N/A
12.237,-8.091,#N/A
12.24,-8.068,#N/A
12.244,-8.046,#N/A
12.247,-8.023,#N/A
12.25,-8.001,#N/A
12.254,-7.977,#N/A
12.257,-7.953,#N/A
12.26,-7.929,#N/A
12.264,-7.905,#N/A
12.267,-7.88,#N/A
12.27,-7.854,#N/A
12.274,-7.828,#N/A
12.277,-7.8,#N/A
12.28,-7.772,#N/A
12.284,-7.744,#N/A
12.287,-7.716,#N/A
12.29,-7.688,#N/A
12.294,-7.661,#N/A
12.297,-7.635,#N/A
12.3,-7.61,#N/A
12.304,-7.587,#N/A
12.307,-7.565,#N/A
12.31,-7.542,#N/A
12.314,-7.519,#N/A
12.317,-7.497,#N/A
12.32,-7.474,#N/A
12.324,-7.451,#N/A
12.327,-7.428,#N/A
12.33,-7.406,#N/A
12.334,-7.383,#N/A
12.337,-7.361,#N/A
12.34,-7.339,#N/A
12.344,-7.319,#N/A
12.347,-7.3,#N/A
12.35,-7.282,#N/A
12.354,-7.265,#N/A
12.357,-7.248,#N/A
12.36,-7.23,#N/A
12.364,-7.212,#N/A
12.367,-7.193,#N/A
12.37,-7.175,#N/A
12.374,-7.158,#N/A
12.377,-7.141,#N/A
12.38,-7.125,#N/A
12.384,-7.109,#N/A
12.387,-7.094,#N/A
12.39,-7.08,#N/A
12.394,-7.067,#N/A
12.397,-7.053,#N/A
12.4,-7.038,#N/A
12.404,-7.023,#N/A
12.407,-7.007,#N/A
12.41,-6.991,#N/A
12.414,-6.976,#N/A
12.417,-6.96,#N/A
12.42,-6.946,#N/A
12.424,-6.932,#N/A
12.427,-6.919,#N/A
12.43,-6.907,#N/A
12.434,-6.894,#N/A
12.437,-6.882,#N/A
12.44,-6.87,#N/A
12.444,-6.857,#N/A
12.447,-6.846,#N/A
12.45,-6.834,#N/A
12.454,-6.824,#N/A
12.457,-6.813,#N/A
12.46,-6.802,#N/A
12.464,-6.792,#N/A
12.467,-6.781,#N/A
12.47,-6.77,#N/A
12.474,-6.758,#N/A
12.477,-6.745,#N/A
12.48,-6.732,#N/A
12.484,-6.72,#N/A
12.487,-6.709,#N/A
12.49,-6.698,#N/A
12.494,-6.688,#N/A
12.497,-6.678,#N/A
12.5,-6.668,#N/A
